05:43:06am,64.60,25.60,25.90,
05:48:06am,64.00,25.80,26.11,
05:53:06am,62.50,25.50,25.74,
05:58:06am,64.90,25.60,25.91,
06:03:06am,64.30,25.80,26.85,
06:08:06am,60.50,25.60,25.80,
06:13:06am,64.30,25.50,25.78,
06:18:06am,65.30,25.70,26.03,
06:23:06am,62.10,25.70,25.95,
06:28:06am,64.10,25.50,25.78,
06:33:06am,65.10,25.70,26.03,
06:38:06am,61.90,25.70,25.94,
06:43:06am,64.60,25.50,25.79,
06:48:06am,65.30,25.60,25.92,
06:53:06am,62.00,25.70,25.94,
06:58:06am,64.30,25.50,25.78,
07:03:06am,65.30,25.60,25.92,
07:08:06am,60.50,25.70,25.91,
07:13:06am,64.20,25.30,25.56,
07:18:06am,66.00,25.40,25.72,
07:23:06am,64.10,25.60,25.89,
07:28:06am,64.50,25.50,25.79,
07:33:06am,65.70,25.50,25.82,
07:38:06am,61.20,25.60,25.81,
07:43:06am,65.90,25.40,25.72,
07:48:06am,65.70,25.50,25.82,
07:53:06am,63.20,25.50,25.76,
07:58:06am,65.70,25.50,25.82,
08:03:06am,61.50,25.70,25.93,
08:08:06am,64.00,25.10,25.34,
08:13:06am,66.90,25.20,25.52,
08:18:06am,66.40,25.40,25.73,
08:23:06am,62.90,25.50,25.75,
08:28:06am,66.30,25.40,25.73,
08:33:06am,65.20,25.60,25.92,
08:38:06am,62.20,25.50,25.73,
08:43:06am,65.40,25.50,25.81,
08:48:06am,65.60,25.70,26.04,
08:53:06am,62.80,25.80,26.08,
08:58:06am,64.20,25.60,25.89,
09:03:06am,65.60,25.70,26.04,
09:08:06am,64.40,25.80,26.85,
09:13:06am,61.90,25.50,25.72,
09:18:06am,65.70,25.50,25.82,
09:23:06am,66.00,25.60,25.94,
09:28:06am,61.00,25.60,25.81,
09:33:07am,64.70,25.40,25.68,
09:38:06am,66.50,25.50,25.84,
09:43:06am,64.50,25.60,25.90,
09:48:06am,63.90,25.50,25.77,
09:53:06am,66.20,25.60,25.94,
09:58:06am,62.70,25.70,25.96,
10:03:06am,65.60,25.60,25.93,
10:08:06am,66.10,25.60,25.94,
10:13:06am,60.20,25.60,25.79,
10:18:06am,64.90,25.30,25.58,
10:23:06am,66.80,25.40,25.74,
10:28:06am,66.70,25.60,25.96,
10:33:06am,62.80,25.70,25.97,
10:38:06am,63.10,25.20,25.42,
10:43:06am,67.10,25.20,25.53,
10:48:06am,67.60,25.30,25.65,
10:53:06am,65.80,25.60,25.93,
10:58:06am,59.90,25.10,25.23,
11:03:06am,66.60,24.90,25.18,
11:08:06am,68.90,25.00,25.35,
11:13:06am,67.90,25.30,25.66,
11:18:06am,65.40,25.60,25.92,
11:23:06am,61.30,24.90,25.05,
11:28:06am,67.60,24.80,25.10,
11:33:06am,69.10,25.00,25.36,
11:38:06am,68.50,25.40,25.78,
11:43:06am,66.30,25.60,25.95,
11:48:06am,59.70,25.00,25.11,
11:53:06am,66.90,24.80,25.08,
11:58:07am,69.40,25.00,25.37,
12:03:06pm,69.30,25.30,25.69,
12:08:06pm,68.20,25.60,26.00,
12:13:06pm,58.60,25.40,25.53,
12:18:06pm,64.00,24.80,25.01,
12:23:06pm,68.00,24.90,25.22,
12:28:06pm,70.60,25.00,25.40,
12:33:06pm,69.50,25.30,25.70,
12:38:06pm,66.90,25.60,25.96,
12:43:06pm,61.40,24.90,25.05,
12:48:06pm,67.60,24.80,25.10,
12:53:06pm,70.40,25.00,25.39,
12:58:06pm,70.30,25.20,25.61,
01:03:06pm,67.70,25.60,25.98,
01:08:06pm,62.50,24.90,25.08,
01:13:06pm,68.60,24.80,25.13,
01:18:06pm,70.40,25.00,25.39,
01:23:06pm,70.10,25.30,25.72,
01:28:06pm,62.20,25.40,25.62,
01:33:06pm,65.00,24.80,25.03,
01:38:06pm,69.40,24.80,25.15,
01:43:06pm,71.30,24.90,25.31,
01:48:06pm,70.60,25.20,25.62,
01:53:06pm,64.40,25.40,25.68,
01:58:06pm,68.90,25.10,25.46,
02:03:06pm,70.30,25.20,25.61,
02:08:06pm,68.10,25.50,25.88,
02:13:07pm,66.40,25.20,25.51,
02:18:06pm,69.50,25.20,25.59,
02:23:06pm,69.20,25.40,25.80,
02:28:06pm,61.20,25.10,25.26,
02:33:06pm,67.90,24.90,25.22,
02:38:06pm,70.50,25.00,25.40,
02:43:06pm,69.90,25.30,25.71,
02:48:06pm,65.30,25.40,25.70,
02:53:06pm,68.20,25.00,25.34,
02:58:06pm,69.90,25.10,25.49,
03:03:06pm,69.30,25.30,25.69,
03:08:06pm,62.20,25.30,25.51,
03:13:06pm,67.80,24.90,25.22,
03:18:06pm,70.10,25.00,25.39,
03:23:06pm,69.50,25.30,25.70,
03:28:06pm,67.40,25.50,25.87,
03:33:06pm,65.30,25.40,25.70,
03:38:06pm,69.00,25.30,25.69,
03:43:06pm,68.90,25.40,25.79,
